Bestellnummer,Aktivitaet,Timestamp,Station
ORD-10293,Wareneingang im LVS,2025-10-10 17:07:12,Server
ORD-10293,Kommissionierung gestartet,2025-10-12 08:07:12,Lagerhalle A
ORD-10293,Kommissionierung beendet,2025-10-12 08:29:12,Lagerhalle A
ORD-10293,Verpacken und Labeldruck,2025-10-12 09:02:12,Packtisch 3
ORD-10293,Versandübergabe,2025-10-12 13:02:12,Rampe 1
ORD-10294,Wareneingang im LVS,2025-10-13 12:42:46,Server
ORD-10294,Kommissionierung gestartet,2025-10-13 21:42:46,Lagerhalle A
ORD-10294,Kommissionierung beendet,2025-10-13 22:17:46,Lagerhalle A
ORD-10294,Verpacken und Labeldruck,2025-10-13 23:04:46,Packtisch 3
ORD-10294,Versandübergabe,2025-10-14 01:04:46,Rampe 1
ORD-10295,Wareneingang im LVS,2025-09-22 11:07:45,Server
ORD-10295,Kommissionierung gestartet,2025-09-23 14:07:45,Lagerhalle A
ORD-10295,Kommissionierung beendet,2025-09-23 14:31:45,Lagerhalle A
ORD-10295,Verpacken und Labeldruck,2025-09-23 16:06:45,Packtisch 3
ORD-10295,Versandübergabe,2025-09-23 19:06:45,Rampe 1
ORD-10296,Wareneingang im LVS,2025-10-01 12:23:58,Server
ORD-10296,Kommissionierung gestartet,2025-10-01 14:23:58,Lagerhalle A
ORD-10296,Kommissionierung beendet,2025-10-01 14:53:58,Lagerhalle A
ORD-10296,Verpacken und Labeldruck,2025-10-01 16:29:58,Packtisch 3
ORD-10296,Versandübergabe,2025-10-01 18:29:58,Rampe 1
ORD-10297,Wareneingang im LVS,2025-10-26 13:28:18,Server
ORD-10297,Kommissionierung gestartet,2025-10-28 02:28:18,Lagerhalle A
ORD-10297,Kommissionierung beendet,2025-10-28 03:08:18,Lagerhalle A
ORD-10297,Verpacken und Labeldruck,2025-10-28 05:04:18,Packtisch 3
ORD-10297,Versandübergabe,2025-10-28 08:04:18,Rampe 1
ORD-10298,Wareneingang im LVS,2025-10-06 19:09:38,Server
ORD-10298,Kommissionierung gestartet,2025-10-07 01:09:38,Lagerhalle A
ORD-10298,Kommissionierung beendet,2025-10-07 01:51:38,Lagerhalle A
ORD-10298,Verpacken und Labeldruck,2025-10-07 02:12:38,Packtisch 3
ORD-10298,Versandübergabe,2025-10-07 04:12:38,Rampe 1
ORD-10299,Wareneingang im LVS,2025-10-05 13:27:57,Server
ORD-10299,Kommissionierung gestartet,2025-10-06 17:27:57,Lagerhalle A
ORD-10299,Kommissionierung beendet,2025-10-06 17:55:57,Lagerhalle A
ORD-10299,Verpacken und Labeldruck,2025-10-06 19:24:57,Packtisch 3
ORD-10299,Versandübergabe,2025-10-06 23:24:57,Rampe 1
ORD-10300,Wareneingang im LVS,2025-09-30 16:16:03,Server
ORD-10300,Kommissionierung gestartet,2025-10-02 15:16:03,Lagerhalle A
ORD-10300,Kommissionierung beendet,2025-10-02 15:31:03,Lagerhalle A
ORD-10300,Verpacken und Labeldruck,2025-10-02 16:02:03,Packtisch 3
ORD-10300,Versandübergabe,2025-10-02 17:02:03,Rampe 1
ORD-10301,Wareneingang im LVS,2025-09-13 15:41:51,Server
ORD-10301,Kommissionierung gestartet,2025-09-15 04:41:51,Lagerhalle A
ORD-10301,Kommissionierung beendet,2025-09-15 05:01:51,Lagerhalle A
ORD-10301,Verpacken und Labeldruck,2025-09-15 06:19:51,Packtisch 3
ORD-10301,Versandübergabe,2025-09-15 09:19:51,Rampe 1
ORD-10302,Wareneingang im LVS,2025-10-04 17:58:25,Server
ORD-10302,Kommissionierung gestartet,2025-10-05 05:58:25,Lagerhalle A
ORD-10302,Kommissionierung beendet,2025-10-05 06:26:25,Lagerhalle A
ORD-10302,Verpacken und Labeldruck,2025-10-05 07:48:25,Packtisch 3
ORD-10302,Versandübergabe,2025-10-05 08:48:25,Rampe 1
ORD-10303,Wareneingang im LVS,2025-10-28 02:47:22,Server
ORD-10303,Kommissionierung gestartet,2025-10-28 20:47:22,Lagerhalle A
ORD-10303,Kommissionierung beendet,2025-10-28 21:10:22,Lagerhalle A
ORD-10303,Verpacken und Labeldruck,2025-10-28 21:52:22,Packtisch 3
ORD-10303,Versandübergabe,2025-10-28 22:52:22,Rampe 1
ORD-10304,Wareneingang im LVS,2025-10-21 13:29:05,Server
ORD-10304,Kommissionierung gestartet,2025-10-23 08:29:05,Lagerhalle A
ORD-10304,Kommissionierung beendet,2025-10-23 09:07:05,Lagerhalle A
ORD-10304,Verpacken und Labeldruck,2025-10-23 09:20:05,Packtisch 3
ORD-10304,Versandübergabe,2025-10-23 12:20:05,Rampe 1
ORD-10305,Wareneingang im LVS,2025-10-13 00:00:29,Server
ORD-10305,Kommissionierung gestartet,2025-10-14 03:00:29,Lagerhalle A
ORD-10305,Kommissionierung beendet,2025-10-14 03:15:29,Lagerhalle A
ORD-10305,Verpacken und Labeldruck,2025-10-14 04:42:29,Packtisch 3
ORD-10305,Versandübergabe,2025-10-14 06:42:29,Rampe 1
ORD-10306,Wareneingang im LVS,2025-10-28 23:42:49,Server
ORD-10306,Kommissionierung gestartet,2025-10-30 23:42:49,Lagerhalle A
ORD-10306,Kommissionierung beendet,2025-10-31 00:26:49,Lagerhalle A
ORD-10306,Verpacken und Labeldruck,2025-10-31 00:48:49,Packtisch 3
ORD-10306,Versandübergabe,2025-10-31 03:48:49,Rampe 1
ORD-10307,Wareneingang im LVS,2025-10-23 03:34:37,Server
ORD-10307,Kommissionierung gestartet,2025-10-24 12:34:37,Lagerhalle A
ORD-10307,Kommissionierung beendet,2025-10-24 12:51:37,Lagerhalle A
ORD-10307,Verpacken und Labeldruck,2025-10-24 13:31:37,Packtisch 3
ORD-10307,Versandübergabe,2025-10-24 15:31:37,Rampe 1
ORD-10308,Wareneingang im LVS,2025-09-07 10:20:54,Server
ORD-10308,Kommissionierung gestartet,2025-09-07 16:20:54,Lagerhalle A
ORD-10308,Kommissionierung beendet,2025-09-07 16:40:54,Lagerhalle A
ORD-10308,Verpacken und Labeldruck,2025-09-07 18:38:54,Packtisch 3
ORD-10308,Versandübergabe,2025-09-07 19:38:54,Rampe 1
ORD-10309,Wareneingang im LVS,2025-09-15 12:33:43,Server
ORD-10309,Kommissionierung gestartet,2025-09-17 06:33:43,Lagerhalle A
ORD-10309,Kommissionierung beendet,2025-09-17 07:06:43,Lagerhalle A
ORD-10309,Verpacken und Labeldruck,2025-09-17 08:27:43,Packtisch 3
ORD-10309,Versandübergabe,2025-09-17 09:27:43,Rampe 1
ORD-10310,Wareneingang im LVS,2025-09-13 09:54:19,Server
ORD-10310,Kommissionierung gestartet,2025-09-15 05:54:19,Lagerhalle A
ORD-10310,Kommissionierung beendet,2025-09-15 06:29:19,Lagerhalle A
ORD-10310,Verpacken und Labeldruck,2025-09-15 08:24:19,Packtisch 3
ORD-10310,Versandübergabe,2025-09-15 11:24:19,Rampe 1
ORD-10311,Wareneingang im LVS,2025-10-22 12:19:35,Server
ORD-10311,Kommissionierung gestartet,2025-10-23 08:19:35,Lagerhalle A
ORD-10311,Kommissionierung beendet,2025-10-23 08:42:35,Lagerhalle A
ORD-10311,Verpacken und Labeldruck,2025-10-23 10:03:35,Packtisch 3
ORD-10311,Versandübergabe,2025-10-23 14:03:35,Rampe 1
ORD-10312,Wareneingang im LVS,2025-10-24 17:46:26,Server
ORD-10312,Kommissionierung gestartet,2025-10-26 00:46:26,Lagerhalle A
ORD-10312,Kommissionierung beendet,2025-10-26 01:18:26,Lagerhalle A
ORD-10312,Verpacken und Labeldruck,2025-10-26 02:35:26,Packtisch 3
ORD-10312,Versandübergabe,2025-10-26 06:35:26,Rampe 1
ORD-10313,Wareneingang im LVS,2025-10-26 12:33:57,Server
ORD-10313,Kommissionierung gestartet,2025-10-27 21:33:57,Lagerhalle A
ORD-10313,Kommissionierung beendet,2025-10-27 21:50:57,Lagerhalle A
ORD-10313,Verpacken und Labeldruck,2025-10-27 23:08:57,Packtisch 3
ORD-10313,Versandübergabe,2025-10-28 01:08:57,Rampe 1
ORD-10314,Wareneingang im LVS,2025-10-19 23:33:22,Server
ORD-10314,Kommissionierung gestartet,2025-10-20 15:33:22,Lagerhalle A
ORD-10314,Kommissionierung beendet,2025-10-20 15:59:22,Lagerhalle A
ORD-10314,Verpacken und Labeldruck,2025-10-20 17:04:22,Packtisch 3
ORD-10314,Versandübergabe,2025-10-20 21:04:22,Rampe 1
ORD-10315,Wareneingang im LVS,2025-09-12 18:14:24,Server
ORD-10315,Kommissionierung gestartet,2025-09-14 13:14:24,Lagerhalle A
ORD-10315,Kommissionierung beendet,2025-09-14 13:48:24,Lagerhalle A
ORD-10315,Verpacken und Labeldruck,2025-09-14 14:24:24,Packtisch 3
ORD-10315,Versandübergabe,2025-09-14 18:24:24,Rampe 1
ORD-10316,Wareneingang im LVS,2025-09-21 16:10:30,Server
ORD-10316,Kommissionierung gestartet,2025-09-23 03:10:30,Lagerhalle A
ORD-10316,Kommissionierung beendet,2025-09-23 03:30:30,Lagerhalle A
ORD-10316,Verpacken und Labeldruck,2025-09-23 04:54:30,Packtisch 3
ORD-10316,Versandübergabe,2025-09-23 06:54:30,Rampe 1
ORD-10317,Wareneingang im LVS,2025-09-21 12:14:36,Server
ORD-10317,Kommissionierung gestartet,2025-09-22 23:14:36,Lagerhalle A
ORD-10317,Kommissionierung beendet,2025-09-22 23:56:36,Lagerhalle A
ORD-10317,Verpacken und Labeldruck,2025-09-23 00:17:36,Packtisch 3
ORD-10317,Versandübergabe,2025-09-23 02:17:36,Rampe 1
ORD-10318,Wareneingang im LVS,2025-09-04 16:36:10,Server
ORD-10318,Kommissionierung gestartet,2025-09-04 19:36:10,Lagerhalle A
ORD-10318,Kommissionierung beendet,2025-09-04 20:07:10,Lagerhalle A
ORD-10318,Verpacken und Labeldruck,2025-09-04 20:40:10,Packtisch 3
ORD-10318,Versandübergabe,2025-09-05 00:40:10,Rampe 1
ORD-10319,Wareneingang im LVS,2025-09-13 17:50:48,Server
ORD-10319,Kommissionierung gestartet,2025-09-15 00:50:48,Lagerhalle A
ORD-10319,Kommissionierung beendet,2025-09-15 01:10:48,Lagerhalle A
ORD-10319,Verpacken und Labeldruck,2025-09-15 01:46:48,Packtisch 3
ORD-10319,Versandübergabe,2025-09-15 02:46:48,Rampe 1
ORD-10320,Wareneingang im LVS,2025-10-11 19:26:48,Server
ORD-10320,Kommissionierung gestartet,2025-10-13 06:26:48,Lagerhalle A
ORD-10320,Kommissionierung beendet,2025-10-13 06:53:48,Lagerhalle A
ORD-10320,Verpacken und Labeldruck,2025-10-13 07:10:48,Packtisch 3
ORD-10320,Versandübergabe,2025-10-13 09:10:48,Rampe 1
ORD-10321,Wareneingang im LVS,2025-10-15 14:29:59,Server
ORD-10321,Kommissionierung gestartet,2025-10-16 19:29:59,Lagerhalle A
ORD-10321,Kommissionierung beendet,2025-10-16 19:58:59,Lagerhalle A
ORD-10321,Verpacken und Labeldruck,2025-10-16 21:22:59,Packtisch 3
ORD-10321,Versandübergabe,2025-10-17 01:22:59,Rampe 1
ORD-10322,Wareneingang im LVS,2025-10-21 09:37:20,Server
ORD-10322,Kommissionierung gestartet,2025-10-21 14:37:20,Lagerhalle A
ORD-10322,Kommissionierung beendet,2025-10-21 15:16:20,Lagerhalle A
ORD-10322,Verpacken und Labeldruck,2025-10-21 16:28:20,Packtisch 3
ORD-10322,Versandübergabe,2025-10-21 18:28:20,Rampe 1
ORD-10323,Wareneingang im LVS,2025-10-29 18:19:19,Server
ORD-10323,Kommissionierung gestartet,2025-10-31 04:19:19,Lagerhalle A
ORD-10323,Kommissionierung beendet,2025-10-31 04:45:19,Lagerhalle A
ORD-10323,Verpacken und Labeldruck,2025-10-31 05:45:19,Packtisch 3
ORD-10323,Versandübergabe,2025-10-31 08:45:19,Rampe 1
ORD-10324,Wareneingang im LVS,2025-10-10 10:36:35,Server
ORD-10324,Kommissionierung gestartet,2025-10-11 21:36:35,Lagerhalle A
ORD-10324,Kommissionierung beendet,2025-10-11 22:02:35,Lagerhalle A
ORD-10324,Verpacken und Labeldruck,2025-10-11 22:18:35,Packtisch 3
ORD-10324,Versandübergabe,2025-10-11 23:18:35,Rampe 1
ORD-10325,Wareneingang im LVS,2025-10-14 08:57:21,Server
ORD-10325,Kommissionierung gestartet,2025-10-15 14:57:21,Lagerhalle A
ORD-10325,Kommissionierung beendet,2025-10-15 15:38:21,Lagerhalle A
ORD-10325,Verpacken und Labeldruck,2025-10-15 15:50:21,Packtisch 3
ORD-10325,Versandübergabe,2025-10-15 18:50:21,Rampe 1
ORD-10326,Wareneingang im LVS,2025-09-07 08:45:29,Server
ORD-10326,Kommissionierung gestartet,2025-09-07 17:45:29,Lagerhalle A
ORD-10326,Kommissionierung beendet,2025-09-07 18:22:29,Lagerhalle A
ORD-10326,Verpacken und Labeldruck,2025-09-07 20:05:29,Packtisch 3
ORD-10326,Versandübergabe,2025-09-07 22:05:29,Rampe 1
ORD-10327,Wareneingang im LVS,2025-09-15 16:30:40,Server
ORD-10327,Kommissionierung gestartet,2025-09-16 04:30:40,Lagerhalle A
ORD-10327,Kommissionierung beendet,2025-09-16 05:13:40,Lagerhalle A
ORD-10327,Verpacken und Labeldruck,2025-09-16 05:25:40,Packtisch 3
ORD-10327,Versandübergabe,2025-09-16 07:25:40,Rampe 1
ORD-10328,Wareneingang im LVS,2025-09-24 11:53:02,Server
ORD-10328,Kommissionierung gestartet,2025-09-25 18:53:02,Lagerhalle A
ORD-10328,Kommissionierung beendet,2025-09-25 19:12:02,Lagerhalle A
ORD-10328,Verpacken und Labeldruck,2025-09-25 21:06:02,Packtisch 3
ORD-10328,Versandübergabe,2025-09-25 22:06:02,Rampe 1
ORD-10329,Wareneingang im LVS,2025-10-04 17:42:40,Server
ORD-10329,Kommissionierung gestartet,2025-10-06 07:42:40,Lagerhalle A
ORD-10329,Kommissionierung beendet,2025-10-06 08:15:40,Lagerhalle A
ORD-10329,Verpacken und Labeldruck,2025-10-06 09:45:40,Packtisch 3
ORD-10329,Versandübergabe,2025-10-06 11:45:40,Rampe 1
ORD-10330,Wareneingang im LVS,2025-09-15 11:23:48,Server
ORD-10330,Kommissionierung gestartet,2025-09-17 02:23:48,Lagerhalle A
ORD-10330,Kommissionierung beendet,2025-09-17 02:51:48,Lagerhalle A
ORD-10330,Verpacken und Labeldruck,2025-09-17 03:04:48,Packtisch 3
ORD-10330,Versandübergabe,2025-09-17 07:04:48,Rampe 1
ORD-10331,Wareneingang im LVS,2025-09-21 15:17:34,Server
ORD-10331,Kommissionierung gestartet,2025-09-23 11:17:34,Lagerhalle A
ORD-10331,Kommissionierung beendet,2025-09-23 11:42:34,Lagerhalle A
ORD-10331,Verpacken und Labeldruck,2025-09-23 12:33:34,Packtisch 3
ORD-10331,Versandübergabe,2025-09-23 14:33:34,Rampe 1
ORD-10332,Wareneingang im LVS,2025-10-20 19:21:58,Server
ORD-10332,Kommissionierung gestartet,2025-10-22 03:21:58,Lagerhalle A
ORD-10332,Kommissionierung beendet,2025-10-22 03:37:58,Lagerhalle A
ORD-10332,Verpacken und Labeldruck,2025-10-22 03:52:58,Packtisch 3
ORD-10332,Versandübergabe,2025-10-22 06:52:58,Rampe 1
ORD-10333,Wareneingang im LVS,2025-10-26 18:51:29,Server
ORD-10333,Kommissionierung gestartet,2025-10-26 21:51:29,Lagerhalle A
ORD-10333,Kommissionierung beendet,2025-10-26 22:06:29,Lagerhalle A
ORD-10333,Verpacken und Labeldruck,2025-10-26 22:54:29,Packtisch 3
ORD-10333,Versandübergabe,2025-10-27 00:54:29,Rampe 1
ORD-10334,Wareneingang im LVS,2025-09-01 12:16:40,Server
ORD-10334,Kommissionierung gestartet,2025-09-01 19:16:40,Lagerhalle A
ORD-10334,Kommissionierung beendet,2025-09-01 19:32:40,Lagerhalle A
ORD-10334,Verpacken und Labeldruck,2025-09-01 20:47:40,Packtisch 3
ORD-10334,Versandübergabe,2025-09-01 23:47:40,Rampe 1
ORD-10335,Wareneingang im LVS,2025-10-07 17:12:57,Server
ORD-10335,Kommissionierung gestartet,2025-10-09 04:12:57,Lagerhalle A
ORD-10335,Kommissionierung beendet,2025-10-09 04:32:57,Lagerhalle A
ORD-10335,Verpacken und Labeldruck,2025-10-09 04:42:57,Packtisch 3
ORD-10335,Versandübergabe,2025-10-09 07:42:57,Rampe 1
ORD-10336,Wareneingang im LVS,2025-10-14 18:09:16,Server
ORD-10336,Kommissionierung gestartet,2025-10-15 20:09:16,Lagerhalle A
ORD-10336,Kommissionierung beendet,2025-10-15 20:33:16,Lagerhalle A
ORD-10336,Verpacken und Labeldruck,2025-10-15 21:04:16,Packtisch 3
ORD-10336,Versandübergabe,2025-10-15 23:04:16,Rampe 1
ORD-10337,Wareneingang im LVS,2025-09-13 13:59:52,Server
ORD-10337,Kommissionierung gestartet,2025-09-14 06:59:52,Lagerhalle A
ORD-10337,Kommissionierung beendet,2025-09-14 07:16:52,Lagerhalle A
ORD-10337,Verpacken und Labeldruck,2025-09-14 08:36:52,Packtisch 3
ORD-10337,Versandübergabe,2025-09-14 10:36:52,Rampe 1
ORD-10338,Wareneingang im LVS,2025-09-24 12:03:32,Server
ORD-10338,Kommissionierung gestartet,2025-09-25 08:03:32,Lagerhalle A
ORD-10338,Kommissionierung beendet,2025-09-25 08:29:32,Lagerhalle A
ORD-10338,Verpacken und Labeldruck,2025-09-25 08:54:32,Packtisch 3
ORD-10338,Versandübergabe,2025-09-25 11:54:32,Rampe 1
ORD-10339,Wareneingang im LVS,2025-09-09 12:55:29,Server
ORD-10339,Kommissionierung gestartet,2025-09-11 10:55:29,Lagerhalle A
ORD-10339,Kommissionierung beendet,2025-09-11 11:28:29,Lagerhalle A
ORD-10339,Verpacken und Labeldruck,2025-09-11 13:28:29,Packtisch 3
ORD-10339,Versandübergabe,2025-09-11 14:28:29,Rampe 1
ORD-10340,Wareneingang im LVS,2025-10-11 09:01:00,Server
ORD-10340,Kommissionierung gestartet,2025-10-13 08:01:00,Lagerhalle A
ORD-10340,Kommissionierung beendet,2025-10-13 08:37:00,Lagerhalle A
ORD-10340,Verpacken und Labeldruck,2025-10-13 10:12:00,Packtisch 3
ORD-10340,Versandübergabe,2025-10-13 14:12:00,Rampe 1
ORD-10341,Wareneingang im LVS,2025-10-05 13:06:02,Server
ORD-10341,Kommissionierung gestartet,2025-10-06 23:06:02,Lagerhalle A
ORD-10341,Kommissionierung beendet,2025-10-06 23:33:02,Lagerhalle A
ORD-10341,Verpacken und Labeldruck,2025-10-07 01:10:02,Packtisch 3
ORD-10341,Versandübergabe,2025-10-07 05:10:02,Rampe 1
ORD-10342,Wareneingang im LVS,2025-10-23 09:14:33,Server
ORD-10342,Kommissionierung gestartet,2025-10-24 09:14:33,Lagerhalle A
ORD-10342,Kommissionierung beendet,2025-10-24 09:46:33,Lagerhalle A
ORD-10342,Verpacken und Labeldruck,2025-10-24 11:45:33,Packtisch 3
ORD-10342,Versandübergabe,2025-10-24 14:45:33,Rampe 1
ORD-10343,Wareneingang im LVS,2025-09-23 10:47:49,Server
ORD-10343,Kommissionierung gestartet,2025-09-24 05:47:49,Lagerhalle A
ORD-10343,Kommissionierung beendet,2025-09-24 06:23:49,Lagerhalle A
ORD-10343,Verpacken und Labeldruck,2025-09-24 07:10:49,Packtisch 3
ORD-10343,Versandübergabe,2025-09-24 08:10:49,Rampe 1
ORD-10344,Wareneingang im LVS,2025-09-19 18:35:51,Server
ORD-10344,Kommissionierung gestartet,2025-09-19 21:35:51,Lagerhalle A
ORD-10344,Kommissionierung beendet,2025-09-19 22:15:51,Lagerhalle A
ORD-10344,Verpacken und Labeldruck,2025-09-19 23:42:51,Packtisch 3
ORD-10344,Versandübergabe,2025-09-20 00:42:51,Rampe 1
ORD-10345,Wareneingang im LVS,2025-10-16 12:21:38,Server
ORD-10345,Kommissionierung gestartet,2025-10-17 13:21:38,Lagerhalle A
ORD-10345,Kommissionierung beendet,2025-10-17 13:59:38,Lagerhalle A
ORD-10345,Verpacken und Labeldruck,2025-10-17 15:53:38,Packtisch 3
ORD-10345,Versandübergabe,2025-10-17 19:53:38,Rampe 1
ORD-10346,Wareneingang im LVS,2025-09-01 18:45:57,Server
ORD-10346,Kommissionierung gestartet,2025-09-02 03:45:57,Lagerhalle A
ORD-10346,Kommissionierung beendet,2025-09-02 04:12:57,Lagerhalle A
ORD-10346,Verpacken und Labeldruck,2025-09-02 05:43:57,Packtisch 3
ORD-10346,Versandübergabe,2025-09-02 08:43:57,Rampe 1
ORD-10347,Wareneingang im LVS,2025-09-20 14:24:02,Server
ORD-10347,Kommissionierung gestartet,2025-09-22 09:24:02,Lagerhalle A
ORD-10347,Kommissionierung beendet,2025-09-22 09:53:02,Lagerhalle A
ORD-10347,Verpacken und Labeldruck,2025-09-22 10:18:02,Packtisch 3
ORD-10347,Versandübergabe,2025-09-22 12:18:02,Rampe 1
ORD-10348,Wareneingang im LVS,2025-09-20 10:55:50,Server
ORD-10348,Kommissionierung gestartet,2025-09-21 08:55:50,Lagerhalle A
ORD-10348,Kommissionierung beendet,2025-09-21 09:28:50,Lagerhalle A
ORD-10348,Verpacken und Labeldruck,2025-09-21 09:56:50,Packtisch 3
ORD-10348,Versandübergabe,2025-09-21 11:56:50,Rampe 1
ORD-10349,Wareneingang im LVS,2025-09-15 14:05:16,Server
ORD-10349,Kommissionierung gestartet,2025-09-16 03:05:16,Lagerhalle A
ORD-10349,Kommissionierung beendet,2025-09-16 03:28:16,Lagerhalle A
ORD-10349,Verpacken und Labeldruck,2025-09-16 04:15:16,Packtisch 3
ORD-10349,Versandübergabe,2025-09-16 06:15:16,Rampe 1
ORD-10350,Wareneingang im LVS,2025-09-27 15:09:54,Server
ORD-10350,Kommissionierung gestartet,2025-09-28 01:09:54,Lagerhalle A
ORD-10350,Kommissionierung beendet,2025-09-28 01:29:54,Lagerhalle A
ORD-10350,Verpacken und Labeldruck,2025-09-28 02:41:54,Packtisch 3
ORD-10350,Versandübergabe,2025-09-28 03:41:54,Rampe 1
ORD-10351,Wareneingang im LVS,2025-09-29 18:57:20,Server
ORD-10351,Kommissionierung gestartet,2025-10-01 18:57:20,Lagerhalle A
ORD-10351,Kommissionierung beendet,2025-10-01 19:27:20,Lagerhalle A
ORD-10351,Verpacken und Labeldruck,2025-10-01 19:42:20,Packtisch 3
ORD-10351,Versandübergabe,2025-10-01 22:42:20,Rampe 1
ORD-10352,Wareneingang im LVS,2025-09-28 13:51:58,Server
ORD-10352,Kommissionierung gestartet,2025-09-29 14:51:58,Lagerhalle A
ORD-10352,Kommissionierung beendet,2025-09-29 15:28:58,Lagerhalle A
ORD-10352,Verpacken und Labeldruck,2025-09-29 17:21:58,Packtisch 3
ORD-10352,Versandübergabe,2025-09-29 18:21:58,Rampe 1
ORD-10353,Wareneingang im LVS,2025-10-15 15:59:24,Server
ORD-10353,Kommissionierung gestartet,2025-10-16 06:59:24,Lagerhalle A
ORD-10353,Kommissionierung beendet,2025-10-16 07:20:24,Lagerhalle A
ORD-10353,Verpacken und Labeldruck,2025-10-16 07:42:24,Packtisch 3
ORD-10353,Versandübergabe,2025-10-16 08:42:24,Rampe 1
ORD-10354,Wareneingang im LVS,2025-10-18 09:44:02,Server
ORD-10354,Kommissionierung gestartet,2025-10-19 22:44:02,Lagerhalle A
ORD-10354,Kommissionierung beendet,2025-10-19 23:20:02,Lagerhalle A
ORD-10354,Verpacken und Labeldruck,2025-10-20 01:19:02,Packtisch 3
ORD-10354,Versandübergabe,2025-10-20 03:19:02,Rampe 1
ORD-10355,Wareneingang im LVS,2025-10-16 06:20:10,Server
ORD-10355,Kommissionierung gestartet,2025-10-18 00:20:10,Lagerhalle A
ORD-10355,Kommissionierung beendet,2025-10-18 00:41:10,Lagerhalle A
ORD-10355,Verpacken und Labeldruck,2025-10-18 02:33:10,Packtisch 3
ORD-10355,Versandübergabe,2025-10-18 04:33:10,Rampe 1
ORD-10356,Wareneingang im LVS,2025-09-13 14:31:27,Server
ORD-10356,Kommissionierung gestartet,2025-09-15 03:31:27,Lagerhalle A
ORD-10356,Kommissionierung beendet,2025-09-15 03:51:27,Lagerhalle A
ORD-10356,Verpacken und Labeldruck,2025-09-15 05:20:27,Packtisch 3
ORD-10356,Versandübergabe,2025-09-15 07:20:27,Rampe 1
ORD-10357,Wareneingang im LVS,2025-09-04 10:29:16,Server
ORD-10357,Kommissionierung gestartet,2025-09-05 13:29:16,Lagerhalle A
ORD-10357,Kommissionierung beendet,2025-09-05 14:13:16,Lagerhalle A
ORD-10357,Verpacken und Labeldruck,2025-09-05 15:13:16,Packtisch 3
ORD-10357,Versandübergabe,2025-09-05 19:13:16,Rampe 1
ORD-10358,Wareneingang im LVS,2025-10-10 10:14:02,Server
ORD-10358,Kommissionierung gestartet,2025-10-12 00:14:02,Lagerhalle A
ORD-10358,Kommissionierung beendet,2025-10-12 00:36:02,Lagerhalle A
ORD-10358,Verpacken und Labeldruck,2025-10-12 00:51:02,Packtisch 3
ORD-10358,Versandübergabe,2025-10-12 02:51:02,Rampe 1
ORD-10359,Wareneingang im LVS,2025-09-08 19:26:58,Server
ORD-10359,Kommissionierung gestartet,2025-09-10 06:26:58,Lagerhalle A
ORD-10359,Kommissionierung beendet,2025-09-10 07:11:58,Lagerhalle A
ORD-10359,Verpacken und Labeldruck,2025-09-10 08:20:58,Packtisch 3
ORD-10359,Versandübergabe,2025-09-10 10:20:58,Rampe 1
ORD-10360,Wareneingang im LVS,2025-10-16 09:50:52,Server
ORD-10360,Kommissionierung gestartet,2025-10-17 11:50:52,Lagerhalle A
ORD-10360,Kommissionierung beendet,2025-10-17 12:10:52,Lagerhalle A
ORD-10360,Verpacken und Labeldruck,2025-10-17 12:22:52,Packtisch 3
ORD-10360,Versandübergabe,2025-10-17 13:22:52,Rampe 1
ORD-10361,Wareneingang im LVS,2025-10-18 15:23:57,Server
ORD-10361,Kommissionierung gestartet,2025-10-19 03:23:57,Lagerhalle A
ORD-10361,Kommissionierung beendet,2025-10-19 03:50:57,Lagerhalle A
ORD-10361,Verpacken und Labeldruck,2025-10-19 04:49:57,Packtisch 3
ORD-10361,Versandübergabe,2025-10-19 08:49:57,Rampe 1
ORD-10362,Wareneingang im LVS,2025-10-01 13:39:08,Server
ORD-10362,Kommissionierung gestartet,2025-10-01 21:39:08,Lagerhalle A
ORD-10362,Kommissionierung beendet,2025-10-01 22:19:08,Lagerhalle A
ORD-10362,Verpacken und Labeldruck,2025-10-02 00:15:08,Packtisch 3
ORD-10362,Versandübergabe,2025-10-02 02:15:08,Rampe 1
ORD-10363,Wareneingang im LVS,2025-10-25 11:34:32,Server
ORD-10363,Kommissionierung gestartet,2025-10-26 10:34:32,Lagerhalle A
ORD-10363,Kommissionierung beendet,2025-10-26 11:05:32,Lagerhalle A
ORD-10363,Verpacken und Labeldruck,2025-10-26 11:21:32,Packtisch 3
ORD-10363,Versandübergabe,2025-10-26 15:21:32,Rampe 1
ORD-10364,Wareneingang im LVS,2025-09-07 13:48:44,Server
ORD-10364,Kommissionierung gestartet,2025-09-07 15:48:44,Lagerhalle A
ORD-10364,Kommissionierung beendet,2025-09-07 16:30:44,Lagerhalle A
ORD-10364,Verpacken und Labeldruck,2025-09-07 17:07:44,Packtisch 3
ORD-10364,Versandübergabe,2025-09-07 18:07:44,Rampe 1
ORD-10365,Wareneingang im LVS,2025-09-05 12:41:15,Server
ORD-10365,Kommissionierung gestartet,2025-09-05 14:41:15,Lagerhalle A
ORD-10365,Kommissionierung beendet,2025-09-05 15:20:15,Lagerhalle A
ORD-10365,Verpacken und Labeldruck,2025-09-05 15:54:15,Packtisch 3
ORD-10365,Versandübergabe,2025-09-05 19:54:15,Rampe 1
