Bestellnummer,Aktivitaet,Timestamp,User
ORD-10467,Bestellung eingegangen,2025-10-04 18:02:00,System
ORD-10467,Bonitätsprüfung automatisch,2025-10-04 18:11:00,System
ORD-10467,Übermittlung an Lager,2025-10-04 19:04:00,System Interface
ORD-10468,Bestellung eingegangen,2025-10-14 10:57:00,System
ORD-10468,Bonitätsprüfung automatisch,2025-10-14 11:07:00,System
ORD-10468,Übermittlung an Lager,2025-10-14 11:15:00,System Interface
ORD-10469,Bestellung eingegangen,2025-09-16 08:00:00,System
ORD-10469,Bonitätsprüfung automatisch,2025-09-16 08:08:00,System
ORD-10469,Übermittlung an Lager,2025-09-16 08:23:00,System Interface
ORD-10470,Bestellung eingegangen,2025-09-05 17:30:00,System
ORD-10470,Bonitätsprüfung automatisch,2025-09-05 17:33:00,System
ORD-10470,Übermittlung an Lager,2025-09-05 17:41:00,System Interface
ORD-10471,Bestellung eingegangen,2025-10-19 09:49:00,System
ORD-10471,Bonitätsprüfung automatisch,2025-10-19 09:55:00,System
ORD-10471,Übermittlung an Lager,2025-10-19 10:04:00,System Interface
ORD-10472,Bestellung eingegangen,2025-09-12 08:57:00,System
ORD-10472,Bonitätsprüfung automatisch,2025-09-12 08:58:00,System
ORD-10472,Übermittlung an Lager,2025-09-12 09:58:00,System Interface
ORD-10473,Bestellung eingegangen,2025-10-27 08:07:00,System
ORD-10473,Bonitätsprüfung automatisch,2025-10-27 08:14:00,System
ORD-10473,Übermittlung an Lager,2025-10-27 09:07:00,System Interface
ORD-10474,Bestellung eingegangen,2025-09-09 10:00:00,System
ORD-10474,Bonitätsprüfung automatisch,2025-09-09 10:04:00,System
ORD-10474,Übermittlung an Lager,2025-09-09 10:40:00,System Interface
ORD-10475,Bestellung eingegangen,2025-10-02 09:11:00,System
ORD-10475,Bonitätsprüfung automatisch,2025-10-02 09:21:00,System
ORD-10475,Bonitätsprüfung manuell,2025-10-02 22:21:00,Mitarbeiter_FiBu
ORD-10475,Bestellung freigegeben,2025-10-02 22:40:00,Mitarbeiter_FiBu
ORD-10475,Übermittlung an Lager,2025-10-02 23:00:00,System Interface
ORD-10476,Bestellung eingegangen,2025-09-15 11:23:00,System
ORD-10476,Bonitätsprüfung automatisch,2025-09-15 11:33:00,System
ORD-10476,Bonitätsprüfung manuell,2025-09-15 13:33:00,Mitarbeiter_FiBu
ORD-10476,Bestellung freigegeben,2025-09-15 14:00:00,Mitarbeiter_FiBu
ORD-10476,Übermittlung an Lager,2025-09-15 14:48:00,System Interface
ORD-10477,Bestellung eingegangen,2025-09-04 16:25:00,System
ORD-10477,Bonitätsprüfung automatisch,2025-09-04 16:35:00,System
ORD-10477,Bonitätsprüfung manuell,2025-09-04 22:35:00,Mitarbeiter_FiBu
ORD-10477,Bestellung freigegeben,2025-09-04 22:50:00,Mitarbeiter_FiBu
ORD-10477,Übermittlung an Lager,2025-09-04 23:34:00,System Interface
ORD-10478,Bestellung eingegangen,2025-09-09 14:14:00,System
ORD-10478,Bonitätsprüfung automatisch,2025-09-09 14:15:00,System
ORD-10478,Übermittlung an Lager,2025-09-09 14:37:00,System Interface
ORD-10479,Bestellung eingegangen,2025-09-17 14:41:00,System
ORD-10479,Bonitätsprüfung automatisch,2025-09-17 14:48:00,System
ORD-10479,Übermittlung an Lager,2025-09-17 15:15:00,System Interface
ORD-10480,Bestellung eingegangen,2025-09-05 13:12:00,System
ORD-10480,Bonitätsprüfung automatisch,2025-09-05 13:22:00,System
ORD-10480,Übermittlung an Lager,2025-09-05 13:52:00,System Interface
ORD-10481,Bestellung eingegangen,2025-10-08 17:35:00,System
ORD-10481,Bonitätsprüfung automatisch,2025-10-08 17:42:00,System
ORD-10481,Übermittlung an Lager,2025-10-08 18:31:00,System Interface
ORD-10482,Bestellung eingegangen,2025-09-04 16:04:00,System
ORD-10482,Bonitätsprüfung automatisch,2025-09-04 16:13:00,System
ORD-10482,Übermittlung an Lager,2025-09-04 16:26:00,System Interface
ORD-10483,Bestellung eingegangen,2025-10-18 16:58:00,System
ORD-10483,Bonitätsprüfung automatisch,2025-10-18 17:02:00,System
ORD-10483,Übermittlung an Lager,2025-10-18 17:08:00,System Interface
ORD-10484,Bestellung eingegangen,2025-09-26 18:53:00,System
ORD-10484,Bonitätsprüfung automatisch,2025-09-26 18:56:00,System
ORD-10484,Übermittlung an Lager,2025-09-26 19:25:00,System Interface
ORD-10485,Bestellung eingegangen,2025-09-07 12:34:00,System
ORD-10485,Bonitätsprüfung automatisch,2025-09-07 12:43:00,System
ORD-10485,Übermittlung an Lager,2025-09-07 13:40:00,System Interface
ORD-10486,Bestellung eingegangen,2025-10-26 16:54:00,System
ORD-10486,Bonitätsprüfung automatisch,2025-10-26 17:02:00,System
ORD-10486,Übermittlung an Lager,2025-10-26 17:26:00,System Interface
ORD-10487,Bestellung eingegangen,2025-09-14 16:41:00,System
ORD-10487,Bonitätsprüfung automatisch,2025-09-14 16:48:00,System
ORD-10487,Übermittlung an Lager,2025-09-14 17:17:00,System Interface
ORD-10488,Bestellung eingegangen,2025-09-16 08:25:00,System
ORD-10488,Bonitätsprüfung automatisch,2025-09-16 08:32:00,System
ORD-10488,Bonitätsprüfung manuell,2025-09-16 11:32:00,Mitarbeiter_FiBu
ORD-10488,Bestellung freigegeben,2025-09-16 11:42:00,Mitarbeiter_FiBu
ORD-10488,Übermittlung an Lager,2025-09-16 12:20:00,System Interface
ORD-10489,Bestellung eingegangen,2025-09-24 08:13:00,System
ORD-10489,Bonitätsprüfung automatisch,2025-09-24 08:16:00,System
ORD-10489,Übermittlung an Lager,2025-09-24 09:02:00,System Interface
ORD-10490,Bestellung eingegangen,2025-10-24 12:50:00,System
ORD-10490,Bonitätsprüfung automatisch,2025-10-24 12:56:00,System
ORD-10490,Bonitätsprüfung manuell,2025-10-25 06:56:00,Mitarbeiter_FiBu
ORD-10490,Bestellung freigegeben,2025-10-25 07:21:00,Mitarbeiter_FiBu
ORD-10490,Übermittlung an Lager,2025-10-25 08:06:00,System Interface
ORD-10491,Bestellung eingegangen,2025-09-16 18:37:00,System
ORD-10491,Bonitätsprüfung automatisch,2025-09-16 18:47:00,System
ORD-10491,Übermittlung an Lager,2025-09-16 18:58:00,System Interface
ORD-10492,Bestellung eingegangen,2025-10-20 18:16:00,System
ORD-10492,Bonitätsprüfung automatisch,2025-10-20 18:24:00,System
ORD-10492,Übermittlung an Lager,2025-10-20 18:44:00,System Interface
ORD-10493,Bestellung eingegangen,2025-09-20 09:04:00,System
ORD-10493,Bonitätsprüfung automatisch,2025-09-20 09:12:00,System
ORD-10493,Übermittlung an Lager,2025-09-20 09:20:00,System Interface
ORD-10494,Bestellung eingegangen,2025-10-18 18:50:00,System
ORD-10494,Bonitätsprüfung automatisch,2025-10-18 18:54:00,System
ORD-10494,Übermittlung an Lager,2025-10-18 19:10:00,System Interface
ORD-10495,Bestellung eingegangen,2025-10-21 08:30:00,System
ORD-10495,Bonitätsprüfung automatisch,2025-10-21 08:33:00,System
ORD-10495,Übermittlung an Lager,2025-10-21 08:38:00,System Interface
ORD-10496,Bestellung eingegangen,2025-10-18 18:26:00,System
ORD-10496,Bonitätsprüfung automatisch,2025-10-18 18:33:00,System
ORD-10496,Übermittlung an Lager,2025-10-18 18:44:00,System Interface
ORD-10497,Bestellung eingegangen,2025-09-28 09:58:00,System
ORD-10497,Bonitätsprüfung automatisch,2025-09-28 10:00:00,System
ORD-10497,Übermittlung an Lager,2025-09-28 10:09:00,System Interface
ORD-10498,Bestellung eingegangen,2025-10-14 08:26:00,System
ORD-10498,Bonitätsprüfung automatisch,2025-10-14 08:28:00,System
ORD-10498,Übermittlung an Lager,2025-10-14 09:16:00,System Interface
ORD-10499,Bestellung eingegangen,2025-10-20 08:07:00,System
ORD-10499,Bonitätsprüfung automatisch,2025-10-20 08:08:00,System
ORD-10499,Übermittlung an Lager,2025-10-20 08:18:00,System Interface
ORD-10500,Bestellung eingegangen,2025-10-31 13:24:00,System
ORD-10500,Bonitätsprüfung automatisch,2025-10-31 13:33:00,System
ORD-10500,Übermittlung an Lager,2025-10-31 13:55:00,System Interface
